Country Code,Country Name,Subnational Code,Subnational Name
SYC,Seychelles,SYC.22061170,Grande Soeur
SYC,Seychelles,SYC.22061174,Ile du Sud
SYC,Seychelles,SYC.22061178,La Digue
SYC,Seychelles,SYC.22061179,Les Mamelles
SYC,Seychelles,SYC.22061182,Marie-Louise
SYC,Seychelles,SYC.22061183,Mont Buxton
SYC,Seychelles,SYC.22061184,Mont Fleuri
SYC,Seychelles,SYC.22061186,North Island
SYC,Seychelles,SYC.22061187,Petite Soeur
SYC,Seychelles,SYC.22061188,Plaisance
SYC,Seychelles,SYC.22061189,Platte
SYC,Seychelles,SYC.22061190,Pointe Larue
SYC,Seychelles,SYC.22061191,Poivre
SYC,Seychelles,SYC.22061192,Port Glaud
SYC,Seychelles,SYC.22061193,Praslin
SYC,Seychelles,SYC.22061194,Providence
SYC,Seychelles,SYC.22061195,Remire
SYC,Seychelles,SYC.22061196,Roche Caiman
SYC,Seychelles,SYC.22061199,Silhouette
SYC,Seychelles,SYC.22061200,St Louis
SYC,Seychelles,SYC.22061201,St. Francois
SYC,Seychelles,SYC.22061202,St. Joseph Atoll
SYC,Seychelles,SYC.22061203,St. Pierre
SYC,Seychelles,SYC.22061204,Ste Anne
SYC,Seychelles,SYC.22061205,Takamaka
SYC,Seychelles,SYC.22061206,Therese
SYR,Syrian Arab Republic,SYR.2381,Al Ḥasakah
SYR,Syrian Arab Republic,SYR.2382,Aleppo
SYR,Syrian Arab Republic,SYR.2383,Ar Raqqah
SYR,Syrian Arab Republic,SYR.2384,As Suwaydā'
SYR,Syrian Arab Republic,SYR.2385,Damascus
SYR,Syrian Arab Republic,SYR.2386,Dar`ā
SYR,Syrian Arab Republic,SYR.2387,Dayr az Zawr
SYR,Syrian Arab Republic,SYR.2388,Hama
SYR,Syrian Arab Republic,SYR.2389,Ḥimṣ
SYR,Syrian Arab Republic,SYR.23810,Idlib
SYR,Syrian Arab Republic,SYR.23811,Latakia
SYR,Syrian Arab Republic,SYR.23812,Quneitra
SYR,Syrian Arab Republic,SYR.23813,Rif Dimashq
SYR,Syrian Arab Republic,SYR.23814,Ţarţūs
TCD,Chad,TCD.501,Barh el Ghazel
TCD,Chad,TCD.502,Batha
TCD,Chad,TCD.503,Borkou
TCD,Chad,TCD.504,Chari-Baguirmi
TCD,Chad,TCD.505,Ennedi Est
TCD,Chad,TCD.506,Ennedi Ouest
TCD,Chad,TCD.507,Guéra
TCD,Chad,TCD.508,Hadjer-Lamis
TCD,Chad,TCD.509,Kanem
TCD,Chad,TCD.5010,Lac
TCD,Chad,TCD.5011,Logone Occidental
TCD,Chad,TCD.5012,Logone Oriental
TCD,Chad,TCD.5013,Mandoul
TCD,Chad,TCD.5014,Mayo-Kebbi Est
TCD,Chad,TCD.5015,Mayo-Kebbi Ouest
TCD,Chad,TCD.5016,Moyen-Chari
TCD,Chad,TCD.5017,Ouaddaï
TCD,Chad,TCD.5018,Salamat
TCD,Chad,TCD.5019,Sila
TCD,Chad,TCD.5020,Tandjilé
TCD,Chad,TCD.5021,Tibesti
TCD,Chad,TCD.5022,Ville de N'Djamena
TCD,Chad,TCD.5023,Wadi Fira
TGO,Togo,TGO.2432970,Centrale
TGO,Togo,TGO.2432971,Kara
TGO,Togo,TGO.2432972,Maritime
TGO,Togo,TGO.2432973,Plateaux
TGO,Togo,TGO.2432974,Savanes
THA,Thailand,THA.2402851,Amnat Charoen
THA,Thailand,THA.2402852,Ang Thong
THA,Thailand,THA.2402853,Bangkok
THA,Thailand,THA.2402854,Buriram
THA,Thailand,THA.2402855,Chachoengsao
THA,Thailand,THA.2402856,Chainat
THA,Thailand,THA.2402857,Chaiyaphum
THA,Thailand,THA.2402858,Chanthaburi
THA,Thailand,THA.2402859,Chiang Mai
THA,Thailand,THA.2402860,Chiang Rai
THA,Thailand,THA.2402861,Chonburi
THA,Thailand,THA.2402862,Chumphon
THA,Thailand,THA.2402863,Kalasin
THA,Thailand,THA.2402864,Kampaeng Phet
THA,Thailand,THA.2402865,Kanchanaburi
THA,Thailand,THA.2402866,Khon Kaen
THA,Thailand,THA.2402867,Krabi
THA,Thailand,THA.2402868,Lampang
THA,Thailand,THA.2402869,Lamphun
THA,Thailand,THA.2402870,Loei
THA,Thailand,THA.2402871,Lopburi
THA,Thailand,THA.2402872,Mae Hong Son
THA,Thailand,THA.2402873,Maha Sarakham
THA,Thailand,THA.2402874,Mukdahan
THA,Thailand,THA.2402875,Nakhon Nayok
THA,Thailand,THA.2402876,Nakhon Pathom
THA,Thailand,THA.2402877,Nakhon Phanom
THA,Thailand,THA.2402878,Nakhon Ratchasima
THA,Thailand,THA.2402879,Nakhon Sawan
THA,Thailand,THA.2402880,Nakhon Si Thammarat
THA,Thailand,THA.2402881,Nan
THA,Thailand,THA.2402882,Narathiwat
THA,Thailand,THA.2402883,Nong Bua Lamphu
THA,Thailand,THA.2402884,Nong Khai
THA,Thailand,THA.2402885,Nonthaburi
THA,Thailand,THA.2402886,Pathum Thani
THA,Thailand,THA.2402887,Pattani
THA,Thailand,THA.2402888,Phachinburi
THA,Thailand,THA.2402889,Phangnga
THA,Thailand,THA.2402890,Phatthalung
THA,Thailand,THA.2402891,Phayao
THA,Thailand,THA.2402892,Phetchabun
THA,Thailand,THA.2402893,Phetchaburi
THA,Thailand,THA.2402894,Phichit
THA,Thailand,THA.2402895,Phitsanulok
THA,Thailand,THA.2402896,Phra Nakhon Si Ayudhya
THA,Thailand,THA.2402897,Phrae
THA,Thailand,THA.2402898,Phuket
THA,Thailand,THA.2402899,Prachuap Khilikhan
THA,Thailand,THA.2402900,Ranong
THA,Thailand,THA.2402901,Ratchaburi
THA,Thailand,THA.2402902,Rayong
THA,Thailand,THA.2402903,Roi Et
THA,Thailand,THA.2402904,Sa Kaeo
THA,Thailand,THA.2402905,Sakon Nakhon
THA,Thailand,THA.2402906,Samut Prakarn
THA,Thailand,THA.2402907,Samut Sakhon
THA,Thailand,THA.2402908,Samut Songkham
THA,Thailand,THA.2402909,Saraburi
THA,Thailand,THA.2402910,Satun
THA,Thailand,THA.2402911,Si Saket
THA,Thailand,THA.2402912,Singburi
THA,Thailand,THA.2402913,Songkhla
THA,Thailand,THA.2402914,Sukhothai
THA,Thailand,THA.2402915,Suphanburi
THA,Thailand,THA.2402916,Surat Thani
THA,Thailand,THA.2402917,Surin
THA,Thailand,THA.2402918,Tak
THA,Thailand,THA.2402919,Trad
THA,Thailand,THA.2402920,Trang
THA,Thailand,THA.2402921,Ubon Ratchathani
THA,Thailand,THA.2402922,Udon Thani
THA,Thailand,THA.2402923,Uthai Thani
THA,Thailand,THA.2402924,Uttaradit
THA,Thailand,THA.2402925,Yala
THA,Thailand,THA.2402926,Yasothon
TJK,Tajikistan,TJK.2391,Badakhshan Autonomous Mountainous Region
TJK,Tajikistan,TJK.2392,Cities and districts of the republican subordination
TJK,Tajikistan,TJK.2393,Dushanbe
TJK,Tajikistan,TJK.2394,Khatlon Province
TJK,Tajikistan,TJK.2395,Sughd Province
TKM,Turkmenistan,TKM.250147323,Ahal
TKM,Turkmenistan,TKM.250147322,Balkan
TKM,Turkmenistan,TKM.2503097,Chardzhou
TKM,Turkmenistan,TKM.2503099,Mary
TKM,Turkmenistan,TKM.2503100,Tashauz
TLS,Timor-Leste,TLS.2422957,Aileu
TLS,Timor-Leste,TLS.2422958,Ainaro
TLS,Timor-Leste,TLS.2422959,Baucau
TLS,Timor-Leste,TLS.2422960,Bobonaro
TLS,Timor-Leste,TLS.2422961,Covalima
TLS,Timor-Leste,TLS.2422962,Dili
TLS,Timor-Leste,TLS.2422963,Ermera
TLS,Timor-Leste,TLS.2422964,Lautem
TLS,Timor-Leste,TLS.2422965,Liquica
TLS,Timor-Leste,TLS.2422966,Manatuto
TLS,Timor-Leste,TLS.2422967,Manufahi
TLS,Timor-Leste,TLS.2422968,Oecussi
TLS,Timor-Leste,TLS.2422969,Viqueque
TON,Tonga,TON.2452976,Administrative unit not available
TTO,Trinidad and Tobago,TTO.2462977,Arima
TTO,Trinidad and Tobago,TTO.2462978,Chaguanas
TTO,Trinidad and Tobago,TTO.2462979,Couva/Tabaquite/Talparo
TTO,Trinidad and Tobago,TTO.2462980,Diego Martin
TTO,Trinidad and Tobago,TTO.2462981,Penal/Debe
TTO,Trinidad and Tobago,TTO.2462982,Point Fortin
TTO,Trinidad and Tobago,TTO.2462983,Port Of Spain
TTO,Trinidad and Tobago,TTO.2462984,Princes Town
TTO,Trinidad and Tobago,TTO.2462985,Rio Claro/Mayaro
TTO,Trinidad and Tobago,TTO.2462986,San Fernando
TTO,Trinidad and Tobago,TTO.2462987,San Juan/Laventille
TTO,Trinidad and Tobago,TTO.2462988,Sangre Grande
TTO,Trinidad and Tobago,TTO.2462989,Siparia
TTO,Trinidad and Tobago,TTO.2462990,Tobago
TTO,Trinidad and Tobago,TTO.2462991,Tunapuna/Piarco
TUN,Tunisia,TUN.2482993,Ariana
TUN,Tunisia,TUN.2482996,Beja
TUN,Tunisia,TUN.2482994,Ben Arous
TUN,Tunisia,TUN.2482995,Bizerte
TUN,Tunisia,TUN.2482997,Gabes
TUN,Tunisia,TUN.2482998,Gafsa
TUN,Tunisia,TUN.2482999,Jendouba
TUN,Tunisia,TUN.2483000,Kairouan
TUN,Tunisia,TUN.2483001,Kasserine
TUN,Tunisia,TUN.2483002,Kebili
TUN,Tunisia,TUN.2483003,Le Kef
TUN,Tunisia,TUN.2483004,Mahdia
TUN,Tunisia,TUN.2483005,Manouba
TUN,Tunisia,TUN.2483007,Medenine
TUN,Tunisia,TUN.2483006,Monastir
TUN,Tunisia,TUN.2483008,Nabeul
TUN,Tunisia,TUN.2483009,Sfax
TUN,Tunisia,TUN.2483010,Sidi Bouz
TUN,Tunisia,TUN.2483011,Siliana
TUN,Tunisia,TUN.2483012,Sousse
TUN,Tunisia,TUN.2483013,Tataouine
TUN,Tunisia,TUN.2483014,Tozeur
TUN,Tunisia,TUN.2483015,Tunis
TUN,Tunisia,TUN.2483016,Zaghouan
TUR,Türkiye,TUR.2493017,Adana
TUR,Türkiye,TUR.2493018,Adiyaman
TUR,Türkiye,TUR.2493019,Afyon
TUR,Türkiye,TUR.2493020,Agri
TUR,Türkiye,TUR.2493021,Aksaray
TUR,Türkiye,TUR.2493022,Amasya
TUR,Türkiye,TUR.2493023,Ankara
TUR,Türkiye,TUR.2493024,Antalya
TUR,Türkiye,TUR.2493025,Ardahan
TUR,Türkiye,TUR.2493026,Artvin
TUR,Türkiye,TUR.2493027,Aydin
TUR,Türkiye,TUR.2493028,Balikesir
TUR,Türkiye,TUR.2493029,Bartin
TUR,Türkiye,TUR.2493030,Batman
TUR,Türkiye,TUR.2493031,Bayburt
TUR,Türkiye,TUR.2493032,Bilecik
TUR,Türkiye,TUR.2493033,Bingol
TUR,Türkiye,TUR.2493034,Bitlis
TUR,Türkiye,TUR.2493035,Bolu
TUR,Türkiye,TUR.2493036,Burdur
TUR,Türkiye,TUR.2493037,Bursa
TUR,Türkiye,TUR.2493038,Canakkale
TUR,Türkiye,TUR.2493039,Cankiri
TUR,Türkiye,TUR.2493040,Corum
TUR,Türkiye,TUR.2493041,Denizli
TUR,Türkiye,TUR.2493042,Diyarbakir
TUR,Türkiye,TUR.2493043,Edirne
TUR,Türkiye,TUR.2493044,Elazig
TUR,Türkiye,TUR.2493045,Erzincan
TUR,Türkiye,TUR.2493046,Erzurum
TUR,Türkiye,TUR.2493047,Eskisehir
TUR,Türkiye,TUR.2493048,Gaziantep
TUR,Türkiye,TUR.2493049,Giresun
TUR,Türkiye,TUR.2493050,Gumushane
TUR,Türkiye,TUR.2493051,Hakkari
TUR,Türkiye,TUR.2493052,Hatay
TUR,Türkiye,TUR.2493053,Icel
TUR,Türkiye,TUR.2493054,Igdir
TUR,Türkiye,TUR.2493055,Isparta
TUR,Türkiye,TUR.2493056,Istanbul
TUR,Türkiye,TUR.2493057,Izmir
TUR,Türkiye,TUR.2493058,K.maras
TUR,Türkiye,TUR.2493059,Karabuk
TUR,Türkiye,TUR.2493060,Karaman
TUR,Türkiye,TUR.2493061,Kars
TUR,Türkiye,TUR.2493062,Kastamonu
TUR,Türkiye,TUR.2493063,Kayseri
TUR,Türkiye,TUR.2493064,Kilis
TUR,Türkiye,TUR.2493065,Kirikkale
TUR,Türkiye,TUR.2493066,Kirklareli
TUR,Türkiye,TUR.2493067,Kirsehir
TUR,Türkiye,TUR.2493068,Kocaeli
TUR,Türkiye,TUR.2493069,Konya
TUR,Türkiye,TUR.2493070,Kutahya
TUR,Türkiye,TUR.2493071,Malatya
TUR,Türkiye,TUR.2493072,Manisa
TUR,Türkiye,TUR.2493073,Mardin
TUR,Türkiye,TUR.2493074,Mugla
TUR,Türkiye,TUR.2493075,Mus
TUR,Türkiye,TUR.2493076,Nevsehir
TUR,Türkiye,TUR.2493077,Nigde
TUR,Türkiye,TUR.2493078,Ordu
TUR,Türkiye,TUR.2493079,Osmaniye
TUR,Türkiye,TUR.2493080,Rize
TUR,Türkiye,TUR.2493081,Sakarya
TUR,Türkiye,TUR.2493082,Samsun
TUR,Türkiye,TUR.2493083,Sanliurfa
TUR,Türkiye,TUR.2493084,Siirt
TUR,Türkiye,TUR.2493085,Sinop
TUR,Türkiye,TUR.2493086,Sirnak
TUR,Türkiye,TUR.2493087,Sivas
TUR,Türkiye,TUR.2493088,Tekirdag
TUR,Türkiye,TUR.2493089,Tokat
TUR,Türkiye,TUR.2493090,Trabzon
TUR,Türkiye,TUR.2493091,Tunceli
TUR,Türkiye,TUR.2493092,Usak
TUR,Türkiye,TUR.2493093,Van
TUR,Türkiye,TUR.2493094,Yalova
TUR,Türkiye,TUR.2493095,Yozgat
TUR,Türkiye,TUR.2493096,Zonguldak
TUV,Tuvalu,TUV.2523103,Administrative unit not available
TZA,Tanzania,TZA.25748357,Arusha
TZA,Tanzania,TZA.25748358,Dar-es-salaam
TZA,Tanzania,TZA.25748359,Dodoma
TZA,Tanzania,TZA.257115002,Geita
TZA,Tanzania,TZA.257115003,Iringa
TZA,Tanzania,TZA.257115004,Kagera
TZA,Tanzania,TZA.25748371,Kaskazini Pemba
TZA,Tanzania,TZA.25748372,Kaskazini Unguja
TZA,Tanzania,TZA.257115005,Katavi
TZA,Tanzania,TZA.25748362,Kigoma
TZA,Tanzania,TZA.25748363,Kilimanjaro
TZA,Tanzania,TZA.25748378,Kusini Pemba
TZA,Tanzania,TZA.25748379,Kusini Unguja
TZA,Tanzania,TZA.25748364,Lindi
TZA,Tanzania,TZA.25748365,Manyara
TZA,Tanzania,TZA.25748366,Mara
TZA,Tanzania,TZA.25748367,Mbeya
TZA,Tanzania,TZA.25748382,Mjini Magharibi
TZA,Tanzania,TZA.25748368,Morogoro
TZA,Tanzania,TZA.25748369,Mtwara
TZA,Tanzania,TZA.257115006,Mwanza
TZA,Tanzania,TZA.257115007,Njombe
TZA,Tanzania,TZA.25748373,Pwani
TZA,Tanzania,TZA.257115008,Rukwa
TZA,Tanzania,TZA.25748375,Ruvuma
TZA,Tanzania,TZA.257115009,Shinyanga
TZA,Tanzania,TZA.257115010,Simiyu
TZA,Tanzania,TZA.25748377,Singida
TZA,Tanzania,TZA.25748380,Tabora
TZA,Tanzania,TZA.25748381,Tanga
UGA,Uganda,UGA.253743,Abim
UGA,Uganda,UGA.2533104,Adjumani
UGA,Uganda,UGA.253790,Agago
UGA,Uganda,UGA.253852,Alebtong
UGA,Uganda,UGA.25347067,Amolatar
UGA,Uganda,UGA.253744,Amudat
UGA,Uganda,UGA.25347068,Amuria
UGA,Uganda,UGA.253745,Amuru
UGA,Uganda,UGA.253746,Apac
UGA,Uganda,UGA.2531057,Arua
UGA,Uganda,UGA.253747,Budaka
UGA,Uganda,UGA.2531080,Bududa
UGA,Uganda,UGA.253748,Bugiri
UGA,Uganda,UGA.253778,Buhweju
UGA,Uganda,UGA.253749,Buikwe
UGA,Uganda,UGA.253788,Bukedea
UGA,Uganda,UGA.253750,Bukomansimbi
UGA,Uganda,UGA.253751,Bukwo
UGA,Uganda,UGA.253752,Bulambuli
UGA,Uganda,UGA.253753,Buliisa
UGA,Uganda,UGA.253754,Bundibugyo
UGA,Uganda,UGA.253755,Bushenyi
UGA,Uganda,UGA.2533110,Busia
UGA,Uganda,UGA.25347071,Butaleja
UGA,Uganda,UGA.253757,Butambala
UGA,Uganda,UGA.2531082,Buvuma
UGA,Uganda,UGA.253756,Buyende
UGA,Uganda,UGA.253789,Dokolo
UGA,Uganda,UGA.2531086,Gomba
UGA,Uganda,UGA.2531089,Gulu
UGA,Uganda,UGA.2533112,Hoima
UGA,Uganda,UGA.25347072,Ibanda
UGA,Uganda,UGA.253758,Iganga
UGA,Uganda,UGA.25347073,Isingiro
UGA,Uganda,UGA.2533114,Jinja
UGA,Uganda,UGA.25347074,Kaabong
UGA,Uganda,UGA.2533115,Kabale
UGA,Uganda,UGA.25342180,Kabarole
UGA,Uganda,UGA.25342181,Kaberamaido
UGA,Uganda,UGA.2533117,Kalangala
UGA,Uganda,UGA.25347075,Kaliro
UGA,Uganda,UGA.253759,Kalungu
UGA,Uganda,UGA.25342182,Kampala
UGA,Uganda,UGA.253760,Kamuli
UGA,Uganda,UGA.25342183,Kamwenge
UGA,Uganda,UGA.25342184,Kanungu
UGA,Uganda,UGA.253761,Kapchorwa
UGA,Uganda,UGA.2533121,Kasese
UGA,Uganda,UGA.25347078,Katakwi
UGA,Uganda,UGA.25342185,Kayunga
UGA,Uganda,UGA.2533123,Kibaale
UGA,Uganda,UGA.2531235,Kibuku
UGA,Uganda,UGA.25347079,Kiruhura
UGA,Uganda,UGA.2531241,Kiryandongo
UGA,Uganda,UGA.2533125,Kisoro
UGA,Uganda,UGA.253763,Kitgum
UGA,Uganda,UGA.25347080,Koboko
UGA,Uganda,UGA.253764,Kole
UGA,Uganda,UGA.253765,Kotido
UGA,Uganda,UGA.2531261,Kumi
UGA,Uganda,UGA.253766,Kween
UGA,Uganda,UGA.2531344,Kyankwanzi
UGA,Uganda,UGA.2531361,Kyegegwa
UGA,Uganda,UGA.2531362,Kyenjojo
UGA,Uganda,UGA.253767,Lamwo
UGA,Uganda,UGA.2531370,Lira
UGA,Uganda,UGA.253768,Luuka
UGA,Uganda,UGA.25347083,Luwero
UGA,Uganda,UGA.2531366,Lwengo
UGA,Uganda,UGA.2531372,Lyantonde
UGA,Uganda,UGA.253769,Manafwa
UGA,Uganda,UGA.253780,Maracha
UGA,Uganda,UGA.253770,Masaka
UGA,Uganda,UGA.253771,Masindi
UGA,Uganda,UGA.25342189,Mayuge
UGA,Uganda,UGA.25347085,Mbale
UGA,Uganda,UGA.25347086,Mbarara
UGA,Uganda,UGA.2531360,Mitooma
UGA,Uganda,UGA.25347087,Mityana
UGA,Uganda,UGA.253772,Moroto
UGA,Uganda,UGA.2533136,Moyo
UGA,Uganda,UGA.2531363,Mpigi
UGA,Uganda,UGA.25347088,Mubende
UGA,Uganda,UGA.2531367,Mukono
UGA,Uganda,UGA.253773,Nakapiripirit
UGA,Uganda,UGA.25347089,Nakaseke
UGA,Uganda,UGA.25342195,Nakasongola
UGA,Uganda,UGA.2531368,Namayingo
UGA,Uganda,UGA.253774,Namutumba
UGA,Uganda,UGA.253775,Napak
UGA,Uganda,UGA.253776,Nebbi
UGA,Uganda,UGA.253777,Ngora
UGA,Uganda,UGA.253779,Ntoroko
UGA,Uganda,UGA.2533141,Ntungamo
UGA,Uganda,UGA.2531364,Nwoya
UGA,Uganda,UGA.253781,Otuke
UGA,Uganda,UGA.253782,Oyam
UGA,Uganda,UGA.253783,Pader
UGA,Uganda,UGA.2531369,Pallisa
UGA,Uganda,UGA.2531371,Rakai
UGA,Uganda,UGA.253784,Rubirizi
UGA,Uganda,UGA.25342197,Rukungiri
UGA,Uganda,UGA.2531365,Serere
UGA,Uganda,UGA.253762,Sheema
UGA,Uganda,UGA.253785,Sironko
UGA,Uganda,UGA.253786,Soroti
UGA,Uganda,UGA.2533145,Ssembabule
UGA,Uganda,UGA.25347090,Tororo
UGA,Uganda,UGA.25342200,Wakiso
UGA,Uganda,UGA.25342201,Yumbe
UGA,Uganda,UGA.253787,Zombo
UKR,Ukraine,UKR.2543148,Cherkas'ka
UKR,Ukraine,UKR.2543149,Chernihivs'ka
UKR,Ukraine,UKR.2543150,Chernivets'ka
UKR,Ukraine,UKR.2543151,Dnipropetrovs'ka
UKR,Ukraine,UKR.2543152,Donets'ka
UKR,Ukraine,UKR.2543153,Ivano-frankivs'ka
UKR,Ukraine,UKR.2543154,Kharkivs'ka
UKR,Ukraine,UKR.2543155,Khersons'ka
UKR,Ukraine,UKR.2543156,Khmel'nyts'ka
UKR,Ukraine,UKR.2543157,Kirovohrads'ka
UKR,Ukraine,UKR.2543159,Kyyivs'ka
UKR,Ukraine,UKR.2543160,L'vivs'ka
UKR,Ukraine,UKR.2543161,Luhans'ka
UKR,Ukraine,UKR.2543162,Mykolayivs'ka
UKR,Ukraine,UKR.2543163,Odes'ka
UKR,Ukraine,UKR.2543164,Poltavs'ka
UKR,Ukraine,UKR.2543165,Rivnens'ka
UKR,Ukraine,UKR.2543166,Sums'ka
UKR,Ukraine,UKR.2543167,Ternopil's'ka
UKR,Ukraine,UKR.2543168,Vinnyts'ka
UKR,Ukraine,UKR.2543169,Volyns'ka
UKR,Ukraine,UKR.2543170,Zakarpats'ka
UKR,Ukraine,UKR.2543171,Zaporiz'ka
UKR,Ukraine,UKR.2543172,Zhytomyrs'ka
UKR,Ukraine,UKR.254011,Crimea
URY,Uruguay,URY.2603265,Artigas
URY,Uruguay,URY.2603266,Canelones
URY,Uruguay,URY.2603267,Cerro Largo
URY,Uruguay,URY.2603268,Colonia
URY,Uruguay,URY.2603269,Durazno
URY,Uruguay,URY.2603270,Flores
URY,Uruguay,URY.2603271,Florida
URY,Uruguay,URY.2603272,Lavalleja
URY,Uruguay,URY.2603273,Maldonado
URY,Uruguay,URY.2603274,Montevideo
URY,Uruguay,URY.2603275,Paysandu
URY,Uruguay,URY.2603276,Rio Negro
URY,Uruguay,URY.2603277,Rivera
URY,Uruguay,URY.2603278,Rocha
URY,Uruguay,URY.2603279,Salto
URY,Uruguay,URY.2603280,San Jose
URY,Uruguay,URY.2603281,Soriano
URY,Uruguay,URY.2603282,Tacuarembo
URY,Uruguay,URY.2603283,Treinta Y Tres
ASM,American Samoa (U.S.),ASM.5389,Administrative unit not available
UMI,U.S. Minor Outlying Islands,UMI.22574,Baker Island (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1121439,Howland Island (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1271698,Jarvis Island (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1291700,Johnston Atoll (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1341738,Kingman Reef (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1642061,Midway Island (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.1902279,Palmyra Atoll (U.S.)
UMI,U.S. Minor Outlying Islands,UMI.2653391,Wake Island (U.S.)
GUM,Guam (U.S.),GUM.1011359,Administrative unit not available
MNP,Northern Mariana Islands (U.S.),MNP.1852243,Administrative unit not available
PRI,Puerto Rico (U.S.),PRI.2002414,Aguadilla
PRI,Puerto Rico (U.S.),PRI.2002415,Arecibo
PRI,Puerto Rico (U.S.),PRI.2002416,Bayamon
PRI,Puerto Rico (U.S.),PRI.2002417,Guayama
PRI,Puerto Rico (U.S.),PRI.2002418,Humacao
PRI,Puerto Rico (U.S.),PRI.2002419,Mayaguez
PRI,Puerto Rico (U.S.),PRI.2002420,Ponce
PRI,Puerto Rico (U.S.),PRI.2002421,San Juan
VIR,United States Virgin Islands (U.S.),VIR.25839508,Saint Croix (County Equivalent)
VIR,United States Virgin Islands (U.S.),VIR.25839509,Saint John (County Equivalent)
VIR,United States Virgin Islands (U.S.),VIR.25839510,Saint Thomas (County Equivalent)
USA,United States of America,USA.2593214,Alabama
USA,United States of America,USA.2593215,Alaska
USA,United States of America,USA.2593216,Arizona
USA,United States of America,USA.2593217,Arkansas
USA,United States of America,USA.2593218,California
USA,United States of America,USA.2593219,Colorado
USA,United States of America,USA.2593220,Connecticut
USA,United States of America,USA.2593221,Delaware
USA,United States of America,USA.2593222,District of Columbia
USA,United States of America,USA.2593223,Florida
USA,United States of America,USA.2593224,Georgia
USA,United States of America,USA.2593225,Hawaii
USA,United States of America,USA.2593226,Idaho
USA,United States of America,USA.2593227,Illinois
USA,United States of America,USA.2593228,Indiana
USA,United States of America,USA.2593229,Iowa
USA,United States of America,USA.2593230,Kansas
USA,United States of America,USA.2593231,Kentucky
USA,United States of America,USA.2593232,Louisiana
USA,United States of America,USA.2593233,Maine
USA,United States of America,USA.2593234,Maryland
USA,United States of America,USA.2593235,Massachusetts
USA,United States of America,USA.2593236,Michigan
USA,United States of America,USA.2593237,Minnesota
USA,United States of America,USA.2593238,Mississippi
USA,United States of America,USA.2593239,Missouri
USA,United States of America,USA.2593240,Montana
USA,United States of America,USA.2593241,Nebraska
USA,United States of America,USA.2593242,Nevada
USA,United States of America,USA.2593243,New Hampshire
USA,United States of America,USA.2593244,New Jersey
USA,United States of America,USA.2593245,New Mexico
USA,United States of America,USA.2593246,New York
USA,United States of America,USA.2593247,North Carolina
USA,United States of America,USA.2593248,North Dakota
USA,United States of America,USA.2593249,Ohio
USA,United States of America,USA.2593250,Oklahoma
USA,United States of America,USA.2593251,Oregon
USA,United States of America,USA.2593252,Pennsylvania
USA,United States of America,USA.2593253,Rhode Island
USA,United States of America,USA.2593254,South Carolina
USA,United States of America,USA.2593255,South Dakota
USA,United States of America,USA.2593256,Tennessee
USA,United States of America,USA.2593257,Texas
USA,United States of America,USA.2593258,Utah
USA,United States of America,USA.2593259,Vermont
USA,United States of America,USA.2593260,Virginia
USA,United States of America,USA.2593261,Washington
USA,United States of America,USA.2593262,West Virginia
USA,United States of America,USA.2593263,Wisconsin
USA,United States of America,USA.2593264,Wyoming
UZB,Uzbekistan,UZB.2613284,Andijan
UZB,Uzbekistan,UZB.2613285,Bukhara
UZB,Uzbekistan,UZB.2613286,Fergana
UZB,Uzbekistan,UZB.26139696,Jizzakh
UZB,Uzbekistan,UZB.2613287,Karakalpakstan
UZB,Uzbekistan,UZB.2613288,Kashkadarya
UZB,Uzbekistan,UZB.2613289,Khorezm
UZB,Uzbekistan,UZB.2613291,Namangan
UZB,Uzbekistan,UZB.26139697,Navoiy
UZB,Uzbekistan,UZB.2613292,Samarkand
UZB,Uzbekistan,UZB.2613294,Sirdarya
UZB,Uzbekistan,UZB.2613293,Surkhandarya
UZB,Uzbekistan,UZB.2613295,Tashkent
UZB,Uzbekistan,UZB.26139698,Tashkent city
VAT,Vatican City,VAT.1101419,Administrative unit not available
VCT,Saint Vincent and the Grenadines,VCT.21161286,Charlotte
VCT,Saint Vincent and the Grenadines,VCT.21161285,Grenadines
VCT,Saint Vincent and the Grenadines,VCT.21161287,Saint Andrew
VCT,Saint Vincent and the Grenadines,VCT.21161288,Saint David
VCT,Saint Vincent and the Grenadines,VCT.21161289,Saint George
VCT,Saint Vincent and the Grenadines,VCT.21161290,Saint Patrick
VEN,R. B. de Venezuela,VEN.2633302,Amazonas
VEN,R. B. de Venezuela,VEN.2633303,Anzoategui
VEN,R. B. de Venezuela,VEN.2633304,Apure
VEN,R. B. de Venezuela,VEN.2633305,Aragua
VEN,R. B. de Venezuela,VEN.2633306,Barinas
VEN,R. B. de Venezuela,VEN.2633307,Bolivar
VEN,R. B. de Venezuela,VEN.2633308,Carabobo
VEN,R. B. de Venezuela,VEN.2633309,Cojedes
VEN,R. B. de Venezuela,VEN.2633310,Delta Amacuro
VEN,R. B. de Venezuela,VEN.2633311,Dependencias Federales
